要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp030000-asr_E05031-000:PropertyForLeaseNetPPELEA,,Prior1YearInstant,前期末,その他,時点,JPY,円,19912000000
jppfs_cor:OtherNetPPE,その他（純額）、有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,1868000000
jppfs_cor:PropertyPlantAndEquipment,有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,21780000000
jppfs_cor:Software,ソフトウエア,Prior1YearInstant,前期末,連結,時点,JPY,円,18844000000
jppfs_cor:IntangibleAssets,無形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,18844000000
jppfs_cor:InvestmentSecurities,投資有価証券,Prior1YearInstant,前期末,連結,時点,JPY,円,825000000
jppfs_cor:InvestmentsInCapital,出資金,Prior1YearInstant,前期末,連結,時点,JPY,円,961000000
jppfs_cor:InvestmentsInCapitalOfSubsidiariesAndAffiliates,関係会社出資金,Prior1YearInstant,前期末,連結,時点,JPY,円,2531000000
jppfs_cor:DeferredTaxAssets,繰延税金資産,Prior1YearInstant,前期末,連結,時点,JPY,円,32931000000
jppfs_cor:OtherIOA,その他、投資その他の資産,Prior1YearInstant,前期末,連結,時点,JPY,円,7028000000
jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,Prior1YearInstant,前期末,連結,時点,JPY,円,44278000000
jppfs_cor:NoncurrentAssets,固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,84903000000
jppfs_cor:BondIssuanceCostDA,社債発行費、繰延資産,Prior1YearInstant,前期末,連結,時点,JPY,円,313000000
jppfs_cor:DeferredAssets,繰延資産,Prior1YearInstant,前期末,連結,時点,JPY,円,313000000
jppfs_cor:Assets,資産,Prior1YearInstant,前期末,連結,時点,JPY,円,2906458000000
jppfs_cor:NotesAndAccountsPayableTrade,支払手形及び買掛金,Prior1YearInstant,前期末,連結,時点,JPY,円,285870000000
jppfs_cor:ShortTermLoansPayable,短期借入金,Prior1YearInstant,前期末,連結,時点,JPY,円,379522000000
jppfs_cor:CurrentPortionOfLongTermLoansPayable,１年内返済予定の長期借入金,Prior1YearInstant,前期末,連結,時点,JPY,円,99000000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityCL,,Prior1YearInstant,前期末,その他,時点,JPY,円,12063000000
jppfs_cor:CurrentPortionOfBonds,１年内償還予定の社債,Prior1YearInstant,前期末,連結,時点,JPY,円,150000000000
jppfs_cor:ProvisionForBonuses,賞与引当金,Prior1YearInstant,前期末,連結,時点,JPY,円,2619000000
jppfs_cor:ProvisionForDirectorsBonuses,役員賞与引当金,Prior1YearInstant,前期末,連結,時点,JPY,円,112000000
jppfs_cor:ProvisionForPointCardCertificatesCL,ポイント引当金、流動負債,Prior1YearInstant,前期末,連結,時点,JPY,円,20908000000
jppfs_cor:ProvisionForLossOnGuaranteesCL,債務保証損失引当金、流動負債,Prior1YearInstant,前期末,連結,時点,JPY,円,8575000000
jppfs_cor:OtherCL,その他、流動負債,Prior1YearInstant,前期末,連結,時点,JPY,円,78790000000
jppfs_cor:CurrentLiabilities,流動負債,Prior1YearInstant,前期末,連結,時点,JPY,円,1037462000000
jppfs_cor:BondsPayable,社債,Prior1YearInstant,前期末,連結,時点,JPY,円,425000000000
jppfs_cor:LongTermLoansPayable,長期借入金,Prior1YearInstant,前期末,連結,時点,JPY,円,1054365000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityNCL,,Prior1YearInstant,前期末,その他,時点,JPY,円,59661000000
jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,Prior1YearInstant,前期末,連結,時点,JPY,円,123000000
jpcrp030000-asr_E05031-000:ProvisionForAutomobileInspectionCostsNCL,,Prior1YearInstant,前期末,その他,時点,JPY,円,1552000000
jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,Prior1YearInstant,前期末,連結,時点,JPY,円,9557000000
jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,Prior1YearInstant,前期末,連結,時点,JPY,円,575000000
jppfs_cor:OtherNCL,その他、固定負債,Prior1YearInstant,前期末,連結,時点,JPY,円,13384000000
jppfs_cor:NoncurrentLiabilities,固定負債,Prior1YearInstant,前期末,連結,時点,JPY,円,1564220000000
jppfs_cor:Liabilities,負債,Prior1YearInstant,前期末,連結,時点,JPY,円,2601683000000
jppfs_cor:CapitalStock,資本金,Prior1YearInstant,前期末,連結,時点,JPY,円,16500000000
jppfs_cor:CapitalSurplus,資本剰余金,Prior1YearInstant,前期末,連結,時点,JPY,円,13500000000
jppfs_cor:RetainedEarnings,利益剰余金,Prior1YearInstant,前期末,連結,時点,JPY,円,265707000000
jppfs_cor:ShareholdersEquity,株主資本,Prior1YearInstant,前期末,連結,時点,JPY,円,295707000000
jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,Prior1YearInstant,前期末,連結,時点,JPY,円,212000000
jppfs_cor:DeferredGainsOrLossesOnHedges,繰延ヘッジ損益,Prior1YearInstant,前期末,連結,時点,JPY,円,-37000000
jppfs_cor:ForeignCurrencyTranslationAdjustment,為替換算調整勘定,Prior1YearInstant,前期末,連結,時点,JPY,円,1978000000
jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,Prior1YearInstant,前期末,連結,時点,JPY,円,-395000000
jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,Prior1YearInstant,前期末,連結,時点,JPY,円,1757000000
jppfs_cor:NonControllingInterests,非支配株主持分,Prior1YearInstant,前期末,連結,時点,JPY,円,7309000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant,前期末,連結,時点,JPY,円,304774000000
jppfs_cor:LiabilitiesAndNetAssets,負債純資産,Prior1YearInstant,前期末,連結,時点,JPY,円,2906458000000
jppfs_cor:FinancingRevenueRevOA,融資収益、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,3406000000
jppfs_cor:PerItemRevenueRevOA,個別信用購入あっせん収益、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,18361000000
jppfs_cor:RevenueFromCreditGuaranteeRevOA,信用保証収益、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,57922000000
jppfs_cor:CreditCardRevenueRevOA,包括信用購入あっせん収益、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,64479000000
jppfs_cor:LeaseRevenueRevOA,リース収益、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,93180000000
jppfs_cor:OtherRevOA,その他、営業活動による収益,Prior1YearDuration,前期,連結,期間,JPY,円,33865000000
jppfs_cor:OperatingRevenueSPF,営業収益、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,271217000000
jppfs_cor:CommissionFeeOESPF,支払手数料、営業費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,24886000000
jppfs_cor:SalariesAndAllowancesSGA,給料及び手当、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,10070000000
jppfs_cor:ProvisionForBonusesSGA,賞与引当金繰入額、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,2619000000
jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,1153000000
jpcrp030000-asr_E05031-000:ComputerExpensesOE,,Prior1YearDuration,前期,その他,期間,JPY,円,23734000000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA,貸倒引当金繰入額、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,12071000000
jppfs_cor:ProvisionForPointCardCertificatesSGA,ポイント引当金繰入額、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,22522000000
jppfs_cor:DepreciationSGA,減価償却費、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,378000000
jppfs_cor:OfficeCostSGA,事務費、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,6989000000
jppfs_cor:OtherSGA,その他、販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,31998000000
jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,Prior1YearDuration,前期,連結,期間,JPY,円,136424000000
jppfs_cor:InterestExpensesOESPF,支払利息、営業費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,5091000000
jppfs_cor:InterestOnBondsOESPF,社債利息、営業費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,781000000
jppfs_cor:AmortizationOfBondIssuanceCostOESPF,社債発行費償却、営業費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,66000000
jppfs_cor:OtherFinancialExpensesSPF,その他、金融費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,318000000
jppfs_cor:FinancialExpenses,金融費用,Prior1YearDuration,前期,連結,期間,JPY,円,6258000000
jppfs_cor:LeaseCostCOSLEA,リース原価、売上原価、リース事業,Prior1YearDuration,前期,連結,期間,JPY,円,86150000000
jppfs_cor:OperatingExpensesSPF,営業費用、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,228833000000
jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,42384000000
jppfs_cor:InterestIncomeNOI,受取利息、営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,407000000
jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,15000000
jppfs_cor:GainOnBadDebtsRecoveredNOI,償却債権取立益、営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,3377000000
jpcrp030000-asr_E05031-000:RecoveriesOfCollectionExpensesNOI,,Prior1YearDuration,前期,その他,期間,JPY,円,587000000
jppfs_cor:ForeignExchangeGainsNOI,為替差益、営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,269000000
jppfs_cor:MiscellaneousIncomeNOI,雑収入、営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,157000000
jppfs_cor:NonOperatingIncome,営業外収益,Prior1YearDuration,前期,連結,期間,JPY,円,4815000000
jppfs_cor:ForeignExchangeLossesNOE,為替差損、営業外費用,Prior1YearDuration,前期,連結,期間,JPY,円,－
jppfs_cor:LossOnRetirementOfNoncurrentAssetsNOE,固定資産除却損、営業外費用,Prior1YearDuration,前期,連結,期間,JPY,円,104000000
jppfs_cor:MiscellaneousLossNOE,雑損失、営業外費用,Prior1YearDuration,前期,連結,期間,JPY,円,20000000
jppfs_cor:NonOperatingExpenses,営業外費用,Prior1YearDuration,前期,連結,期間,JPY,円,125000000
jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,47074000000
jppfs_cor:GainOnSalesOfInvestmentSecuritiesEI,投資有価証券売却益、特別利益,Prior1YearDuration,前期,連結,期間,JPY,円,37000000
jppfs_cor:ExtraordinaryIncome,特別利益,Prior1YearDuration,前期,連結,期間,JPY,円,37000000
jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,47112000000
jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,Prior1YearDuration,前期,連結,期間,JPY,円,13908000000
jppfs_cor:IncomeTaxesDeferred,法人税等調整額,Prior1YearDuration,前期,連結,期間,JPY,円,-1021000000
jppfs_cor:IncomeTaxes,法人税等,Prior1YearDuration,前期,連結,期間,JPY,円,12887000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration,前期,連結,期間,JPY,円,34224000000
jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,1119000000
jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,33105000000
jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,Prior1YearDuration,前期,連結,期間,JPY,円,34224000000
jppfs_cor:ValuationDifferenceOnAvailableForSaleSecuritiesNetOfTaxOCI,その他有価証券評価差額金（税引後）、その他の包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,189000000
jppfs_cor:DeferredGainsOrLossesOnHedgesNetOfTaxOCI,繰延ヘッジ損益（税引後）、その他の包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,-323000000
jppfs_cor:ForeignCurrencyTranslationAdjustmentNetOfTaxOCI,為替換算調整勘定（税引後）、その他の包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,1105000000
jppfs_cor:RemeasurementsOfDefinedBenefitPlansNetOfTaxOCI,退職給付に係る調整額（税引後）、その他の包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,17000000
jppfs_cor:OtherComprehensiveIncome,その他の包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,990000000
jppfs_cor:ComprehensiveIncome,包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,35215000000
jppfs_cor:ComprehensiveIncomeAttributableToOwnersOfTheParent,親会社株主に係る包括利益、包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,34095000000
jppfs_cor:ComprehensiveIncomeAttributableToNonControllingInterests,非支配株主に係る包括利益、包括利益,Prior1YearDuration,前期,連結,期間,JPY,円,1119000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_CapitalStockMember,前々期末,連結,時点,JPY,円,16500000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_CapitalSurplusMember,前々期末,連結,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_RetainedEarningsMember,前々期末,連結,時点,JPY,円,239333000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_ShareholdersEquityMember,前々期末,連結,時点,JPY,円,269333000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_RetainedEarningsMember,前期,連結,期間,JPY,円,-6731000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration_ShareholdersEquityMember,前期,連結,期間,JPY,円,-6731000000
jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Prior1YearDuration_RetainedEarningsMember,前期,連結,期間,JPY,円,33105000000
jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Prior1YearDuration_ShareholdersEquityMember,前期,連結,期間,JPY,円,33105000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_CapitalStockMember,前期,連結,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_CapitalSurplusMember,前期,連結,期間,JPY,円,－
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_RetainedEarningsMember,前期,連結,期間,JPY,円,26374000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_ShareholdersEquityMember,前期,連結,期間,JPY,円,26374000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_CapitalStockMember,前期末,連結,時点,JPY,円,16500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_CapitalSurplusMember,前期末,連結,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_RetainedEarningsMember,前期末,連結,時点,JPY,円,265707000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ShareholdersEquityMember,前期末,連結,時点,JPY,円,295707000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前々期末,連結,時点,JPY,円,22000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_DeferredGainsOrLossesOnHedgesMember,前々期末,連結,時点,JPY,円,285000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_ForeignCurrencyTranslationAdjustmentMember,前々期末,連結,時点,JPY,円,872000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_RemeasurementsOfDefinedBenefitPlansMember,前々期末,連結,時点,JPY,円,-412000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_ValuationAndTranslationAdjustmentsMember,前々期末,連結,時点,JPY,円,767000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant_NonControllingInterestsMember,前々期末,連結,時点,JPY,円,6189000000
jppfs_cor:NetAssets,純資産,Prior2YearInstant,前々期末,連結,時点,JPY,円,276290000000
jppfs_cor:DividendsFromSurplus,剰余金の配当,Prior1YearDuration,前期,連結,期間,JPY,円,-6731000000
jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,33105000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,連結,期間,JPY,円,189000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_DeferredGainsOrLossesOnHedgesMember,前期,連結,期間,JPY,円,-323000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_ForeignCurrencyTranslationAdjustmentMember,前期,連結,期間,JPY,円,1105000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_RemeasurementsOfDefinedBenefitPlansMember,前期,連結,期間,JPY,円,17000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_ValuationAndTranslationAdjustmentsMember,前期,連結,期間,JPY,円,990000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration_NonControllingInterestsMember,前期,連結,期間,JPY,円,1119000000
jppfs_cor:NetChangesOfItemsOtherThanShareholdersEquity,株主資本以外の項目の当期変動額（純額）,Prior1YearDuration,前期,連結,期間,JPY,円,2109000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期,連結,期間,JPY,円,189000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_DeferredGainsOrLossesOnHedgesMember,前期,連結,期間,JPY,円,-323000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_ForeignCurrencyTranslationAdjustmentMember,前期,連結,期間,JPY,円,1105000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_RemeasurementsOfDefinedBenefitPlansMember,前期,連結,期間,JPY,円,17000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_ValuationAndTranslationAdjustmentsMember,前期,連結,期間,JPY,円,990000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration_NonControllingInterestsMember,前期,連結,期間,JPY,円,1119000000
jppfs_cor:TotalChangesOfItemsDuringThePeriod,当期変動額合計,Prior1YearDuration,前期,連結,期間,JPY,円,28484000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期末,連結,時点,JPY,円,212000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_DeferredGainsOrLossesOnHedgesMember,前期末,連結,時点,JPY,円,-37000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ForeignCurrencyTranslationAdjustmentMember,前期末,連結,時点,JPY,円,1978000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_RemeasurementsOfDefinedBenefitPlansMember,前期末,連結,時点,JPY,円,-395000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ValuationAndTranslationAdjustmentsMember,前期末,連結,時点,JPY,円,1757000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonControllingInterestsMember,前期末,連結,時点,JPY,円,7309000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant,前期末,連結,時点,JPY,円,304774000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_CapitalStockMember,前期末,連結,時点,JPY,円,16500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_CapitalSurplusMember,前期末,連結,時点,JPY,円,13500000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_RetainedEarningsMember,前期末,連結,時点,JPY,円,265707000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ShareholdersEquityMember,前期末,連結,時点,JPY,円,295707000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ValuationDifferenceOnAvailableForSaleSecuritiesMember,前期末,連結,時点,JPY,円,212000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_DeferredGainsOrLossesOnHedgesMember,前期末,連結,時点,JPY,円,-37000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ForeignCurrencyTranslationAdjustmentMember,前期末,連結,時点,JPY,円,1978000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_RemeasurementsOfDefinedBenefitPlansMember,前期末,連結,時点,JPY,円,-395000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_ValuationAndTranslationAdjustmentsMember,前期末,連結,時点,JPY,円,1757000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant_NonControllingInterestsMember,前期末,連結,時点,JPY,円,7309000000
jppfs_cor:NetAssets,純資産,Prior1YearInstant,前期末,連結,時点,JPY,円,304774000000
jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,Prior1YearDuration,前期,連結,期間,JPY,円,47112000000
jppfs_cor:DepreciationOfLeasedAndOwnUsedAssetsOpeCFLEA,賃貸資産及び社用資産減価償却費、営業活動によるキャッシュ・フロー、リース事業,Prior1YearDuration,前期,連結,期間,JPY,円,11569000000
jppfs_cor:IncreaseDecreaseInAllowanceForDoubtfulAccountsOpeCF,貸倒引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-1680000000
jppfs_cor:IncreaseDecreaseInProvisionForBonusesOpeCF,賞与引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-23000000
jppfs_cor:IncreaseDecreaseInProvisionForDirectorsBonusesOpeCF,役員賞与引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,12000000
jppfs_cor:IncreaseDecreaseInProvisionForPointCardCertificatesOpeCF,ポイント引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-3264000000
jppfs_cor:IncreaseDecreaseInProvisionForLossOnGuaranteesOpeCF,債務保証損失引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-2483000000
jppfs_cor:IncreaseDecreaseInProvisionForDirectorsRetirementBenefitsOpeCF,役員退職慰労引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,15000000
jpcrp030000-asr_E05031-000:IncreaseDecreaseInProvisionForAutomobileMaintenanceCostsOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,76000000
jppfs_cor:IncreaseDecreaseInNetDefinedBenefitLiabilityOpeCF,退職給付に係る負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,29000000
jpcrp030000-asr_E05031-000:FinancingRevenueOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,-3406000000
jppfs_cor:InterestAndDividendsIncomeOpeCF,受取利息及び受取配当金、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-422000000
jpcrp030000-asr_E05031-000:FinancialExpensesOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,6258000000
jppfs_cor:LossGainOnDisposalOfLeasedAssetsOpeCFLEA,賃貸資産処分損益（△は益）、営業活動によるキャッシュ・フロー、リース事業,Prior1YearDuration,前期,連結,期間,JPY,円,-46000000
jppfs_cor:PurchaseOfLeasedAssetsOpeCFLEA,賃貸資産の取得による支出、営業活動によるキャッシュ・フロー、リース事業,Prior1YearDuration,前期,連結,期間,JPY,円,-12179000000
jppfs_cor:ProceedsFromSalesOfAssetsForRentOpeCF,賃貸資産の売却による収入、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,858000000
jppfs_cor:DecreaseIncreaseInOperatingLoansOpeCFSPF,営業貸付金の増減額（△は増加）、営業活動によるキャッシュ・フロー、特定金融業,Prior1YearDuration,前期,連結,期間,JPY,円,51679000000
jppfs_cor:NetDecreaseIncreaseInLeaseReceivablesAndInvestmentAssetsOpeCF,リース債権及びリース投資資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-5548000000
jppfs_cor:DecreaseIncreaseInAccountsReceivableInstallmentOpeCF,割賦売掛金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-517587000000
jppfs_cor:IncreaseDecreaseInOperatingDebtOpeCF,営業債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,39995000000
jpcrp030000-asr_E05031-000:ProceedsFromFinancingRevenueOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,3375000000
jpcrp030000-asr_E05031-000:PaymentsForFinancialExpensesOpeCF,,Prior1YearDuration,前期,その他,期間,JPY,円,-5449000000
jppfs_cor:OtherNetOpeCF,その他、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-18840000000
jppfs_cor:SubtotalOpeCF,小計、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-409951000000
jppfs_cor:InterestAndDividendsIncomeReceivedOpeCFInvCF,利息及び配当金の受取額、営業活動によるキャッシュ・フロー又は投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,422000000
jppfs_cor:IncomeTaxesPaidOpeCF,法人税等の支払額、営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-16119000000
jppfs_cor:NetCashProvidedByUsedInOperatingActivities,営業活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-425648000000
jppfs_cor:PurchaseOfOwnUsedAssetsInvCF,社用資産の取得による支出、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-8794000000
jppfs_cor:OtherNetInvCF,その他、投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-565000000
jppfs_cor:NetCashProvidedByUsedInInvestmentActivities,投資活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,-9360000000
jppfs_cor:NetIncreaseDecreaseInShortTermLoansPayableFinCF,短期借入金の純増減額（△は減少）、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,106870000000
jppfs_cor:ProceedsFromLongTermLoansPayableFinCF,長期借入れによる収入、財務活動によるキャッシュ・フロー,Prior1YearDuration,前期,連結,期間,JPY,円,459300000000
