要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior3YearDuration,三期前,その他,期間,JPYPerShares,,84.71
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior2YearDuration,前々期,その他,期間,JPYPerShares,,57.10
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior1YearDuration,前期,その他,期間,JPYPerShares,,89.63
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior4YearInstant,四期前時点,その他,時点,pure,,0.271
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior3YearInstant,三期前時点,その他,時点,pure,,0.285
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior2YearInstant,前々期末,その他,時点,pure,,0.282
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior1YearInstant,前期末,その他,時点,pure,,0.280
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior4YearDuration,四期前,その他,期間,pure,,-0.005
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior3YearDuration,三期前,その他,期間,pure,,0.049
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior2YearDuration,前々期,その他,期間,pure,,0.030
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior1YearDuration,前期,その他,期間,pure,,0.045
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior4YearDuration,四期前,その他,期間,pure,,－
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior3YearDuration,三期前,その他,期間,pure,,19.0
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior2YearDuration,前々期,その他,期間,pure,,31.1
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior1YearDuration,前期,その他,期間,pure,,19.5
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,営業活動によるキャッシュ・フロー、経営指標等,Prior4YearDuration,四期前,その他,期間,JPY,円,61621000000
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,営業活動によるキャッシュ・フロー、経営指標等,Prior3YearDuration,三期前,その他,期間,JPY,円,61492000000
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,営業活動によるキャッシュ・フロー、経営指標等,Prior2YearDuration,前々期,その他,期間,JPY,円,101490000000
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,営業活動によるキャッシュ・フロー、経営指標等,Prior1YearDuration,前期,その他,期間,JPY,円,126305000000
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,投資活動によるキャッシュ・フロー、経営指標等,Prior4YearDuration,四期前,その他,期間,JPY,円,-64444000000
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,投資活動によるキャッシュ・フロー、経営指標等,Prior3YearDuration,三期前,その他,期間,JPY,円,-122382000000
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,投資活動によるキャッシュ・フロー、経営指標等,Prior2YearDuration,前々期,その他,期間,JPY,円,-103276000000
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,投資活動によるキャッシュ・フロー、経営指標等,Prior1YearDuration,前期,その他,期間,JPY,円,-101743000000
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,財務活動によるキャッシュ・フロー、経営指標等,Prior4YearDuration,四期前,その他,期間,JPY,円,12244000000
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,財務活動によるキャッシュ・フロー、経営指標等,Prior3YearDuration,三期前,その他,期間,JPY,円,8225000000
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,財務活動によるキャッシュ・フロー、経営指標等,Prior2YearDuration,前々期,その他,期間,JPY,円,13515000000
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,財務活動によるキャッシュ・フロー、経営指標等,Prior1YearDuration,前期,その他,期間,JPY,円,-12848000000
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,現金及び現金同等物の残高、経営指標等,Prior4YearInstant,四期前時点,その他,時点,JPY,円,124080000000
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,現金及び現金同等物の残高、経営指標等,Prior3YearInstant,三期前時点,その他,時点,JPY,円,82973000000
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,現金及び現金同等物の残高、経営指標等,Prior2YearInstant,前々期末,その他,時点,JPY,円,101101000000
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,現金及び現金同等物の残高、経営指標等,Prior1YearInstant,前期末,その他,時点,JPY,円,112354000000
jpcrp_cor:NumberOfEmployees,従業員数,Prior4YearInstant,四期前時点,その他,時点,pure,,3656
jpcrp_cor:NumberOfEmployees,従業員数,Prior3YearInstant,三期前時点,その他,時点,pure,,3756
jpcrp_cor:NumberOfEmployees,従業員数,Prior2YearInstant,前々期末,その他,時点,pure,,3801
jpcrp_cor:NumberOfEmployees,従業員数,Prior1YearInstant,前期末,その他,時点,pure,,3854
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior4YearInstant,四期前時点,その他,時点,pure,,1552
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior3YearInstant,三期前時点,その他,時点,pure,,1582
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior2YearInstant,前々期末,その他,時点,pure,,1600
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior1YearInstant,前期末,その他,時点,pure,,1653
jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,営業収益、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPY,円,216397000000
jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,営業収益、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPY,円,247951000000
jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,営業収益、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPY,円,306540000000
jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,営業収益、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,318287000000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,経常利益又は経常損失（△）、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPY,円,30514000000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,経常利益又は経常損失（△）、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPY,円,32059000000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,経常利益又は経常損失（△）、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPY,円,32036000000
jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,経常利益又は経常損失（△）、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,32370000000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,当期純利益又は当期純損失（△）、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPY,円,2027000000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,当期純利益又は当期純損失（△）、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPY,円,25337000000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,当期純利益又は当期純損失（△）、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPY,円,19804000000
jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,当期純利益又は当期純損失（△）、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPY,円,23339000000
jpcrp_cor:CapitalStockSummaryOfBusinessResults,資本金、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,JPY,円,42372000000
jpcrp_cor:CapitalStockSummaryOfBusinessResults,資本金、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,JPY,円,42374000000
jpcrp_cor:CapitalStockSummaryOfBusinessResults,資本金、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,JPY,円,42381000000
jpcrp_cor:CapitalStockSummaryOfBusinessResults,資本金、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,42383000000
jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,発行済株式総数（普通株式）、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,shares,,227545000
jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,発行済株式総数（普通株式）、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,shares,,227548000
jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,発行済株式総数（普通株式）、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,shares,,227559000
jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,発行済株式総数（普通株式）、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,shares,,227560000
jpcrp_cor:NetAssetsSummaryOfBusinessResults,純資産額、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,JPY,円,431509000000
jpcrp_cor:NetAssetsSummaryOfBusinessResults,純資産額、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,JPY,円,446649000000
jpcrp_cor:NetAssetsSummaryOfBusinessResults,純資産額、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,JPY,円,453991000000
jpcrp_cor:NetAssetsSummaryOfBusinessResults,純資産額、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,465606000000
jpcrp_cor:TotalAssetsSummaryOfBusinessResults,総資産額、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,JPY,円,1272173000000
jpcrp_cor:TotalAssetsSummaryOfBusinessResults,総資産額、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,JPY,円,1315583000000
jpcrp_cor:TotalAssetsSummaryOfBusinessResults,総資産額、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,JPY,円,1412367000000
jpcrp_cor:TotalAssetsSummaryOfBusinessResults,総資産額、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPY,円,1436527000000
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,１株当たり純資産額、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,JPYPerShares,,1896.28
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,１株当たり純資産額、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,JPYPerShares,,1962.75
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,１株当たり純資産額、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,JPYPerShares,,1994.96
jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,１株当たり純資産額、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,JPYPerShares,,2045.95
jpcrp_cor:DividendPaidPerShareSummaryOfBusinessResults,１株当たり配当額、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPYPerShares,,40.00
jpcrp_cor:DividendPaidPerShareSummaryOfBusinessResults,１株当たり配当額、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPYPerShares,,50.00
jpcrp_cor:DividendPaidPerShareSummaryOfBusinessResults,１株当たり配当額、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPYPerShares,,50.00
jpcrp_cor:DividendPaidPerShareSummaryOfBusinessResults,１株当たり配当額、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPYPerShares,,50.00
jpcrp_cor:InterimDividendPaidPerShareSummaryOfBusinessResults,１株当たり中間配当額、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPYPerShares,,20.00
jpcrp_cor:InterimDividendPaidPerShareSummaryOfBusinessResults,１株当たり中間配当額、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPYPerShares,,25.00
jpcrp_cor:InterimDividendPaidPerShareSummaryOfBusinessResults,１株当たり中間配当額、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPYPerShares,,25.00
jpcrp_cor:InterimDividendPaidPerShareSummaryOfBusinessResults,１株当たり中間配当額、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPYPerShares,,25.00
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,１株当たり当期純利益又は当期純損失（△）、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPYPerShares,,8.90
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,１株当たり当期純利益又は当期純損失（△）、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPYPerShares,,111.35
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,１株当たり当期純利益又は当期純損失（△）、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPYPerShares,,87.03
jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,１株当たり当期純利益又は当期純損失（△）、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPYPerShares,,102.56
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,JPYPerShares,,8.90
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,JPYPerShares,,111.33
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,JPYPerShares,,87.02
jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,潜在株式調整後１株当たり当期純利益、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,JPYPerShares,,102.55
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,0.339
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,0.339
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,0.321
jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,自己資本比率、経営指標等,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,0.324
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,0.005
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,0.058
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,0.044
jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,自己資本利益率、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,0.051
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,201.3
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,14.5
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,20.4
jpcrp_cor:PriceEarningsRatioSummaryOfBusinessResults,株価収益率、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,17.1
jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior4YearDuration_NonConsolidatedMember,四期前,その他,期間,pure,,4.494
jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior3YearDuration_NonConsolidatedMember,三期前,その他,期間,pure,,0.404
jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior2YearDuration_NonConsolidatedMember,前々期,その他,期間,pure,,0.574
jpcrp_cor:PayoutRatioSummaryOfBusinessResults,配当性向、経営指標等,Prior1YearDuration_NonConsolidatedMember,前期,その他,期間,pure,,0.488
jpcrp_cor:NumberOfEmployees,従業員数,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,1842
jpcrp_cor:NumberOfEmployees,従業員数,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,1939
jpcrp_cor:NumberOfEmployees,従業員数,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,1888
jpcrp_cor:NumberOfEmployees,従業員数,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,1869
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,1349
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,1509
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,1508
jpcrp_cor:AverageNumberOfTemporaryWorkers,平均臨時雇用人員,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,1527
jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,1.197
jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,1.112
jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,1.253
jpcrp_cor:TotalShareholderReturn,株主総利回り,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,1.266
jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior4YearInstant_NonConsolidatedMember,四期前時点,その他,時点,pure,,1.264
jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior3YearInstant_NonConsolidatedMember,三期前時点,その他,時点,pure,,1.307
jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior2YearInstant_NonConsolidatedMember,前々期末,その他,時点,pure,,1.418
jpcrp_cor:TotalReturnOnSharePriceIndex,株価指数における総利回り,Prior1YearInstant_NonConsolidatedMember,前期末,その他,時点,pure,,1.951
jpcrp_cor:GrossScope1And2GreenhouseGasEmissionsScope1And2GreenhouseGasEmissions,スコープ1及び2の温室効果ガス総排出量、スコープ1及び2の温室効果ガス総排出量,Prior4YearDuration_ConsolidatedAccountingGroupMember,四期前,その他,期間,tCO2e,,257032
jpcrp_cor:GrossScope1And2GreenhouseGasEmissionsScope1And2GreenhouseGasEmissions,スコープ1及び2の温室効果ガス総排出量、スコープ1及び2の温室効果ガス総排出量,Prior3YearDuration_ConsolidatedAccountingGroupMember,三期前,その他,期間,tCO2e,,285168
jpcrp_cor:GrossScope1And2GreenhouseGasEmissionsScope1And2GreenhouseGasEmissions,スコープ1及び2の温室効果ガス総排出量、スコープ1及び2の温室効果ガス総排出量,Prior2YearDuration_ConsolidatedAccountingGroupMember,前々期,その他,期間,tCO2e,,260112
jpcrp_cor:GrossScope1And2GreenhouseGasEmissionsScope1And2GreenhouseGasEmissions,スコープ1及び2の温室効果ガス総排出量、スコープ1及び2の温室効果ガス総排出量,Prior1YearDuration_ConsolidatedAccountingGroupMember,前期,その他,期間,tCO2e,,164374
jpcrp_cor:GrossScope3GreenhouseGasEmissions,スコープ3の温室効果ガス総排出量,Prior4YearDuration,四期前,その他,期間,tCO2e,,1828958
jpcrp_cor:GrossScope3GreenhouseGasEmissions,スコープ3の温室効果ガス総排出量,Prior3YearDuration,三期前,その他,期間,tCO2e,,1443565
jpcrp_cor:GrossScope3GreenhouseGasEmissions,スコープ3の温室効果ガス総排出量,Prior2YearDuration,前々期,その他,期間,tCO2e,,1987237
jpcrp_cor:GrossScope3GreenhouseGasEmissions,スコープ3の温室効果ガス総排出量,Prior1YearDuration,前期,その他,期間,tCO2e,,2013667
jpcrp_cor:AuditFeesReportingCompany,監査証明業務に基づく報酬－提出会社、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,136000000
jpcrp_cor:NonAuditFeesReportingCompany,非監査業務に基づく報酬－提出会社、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,71000000
jpcrp_cor:AuditFeesConsolidatedSubsidiaries,監査証明業務に基づく報酬－連結子会社、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,－
jpcrp_cor:NonAuditFeesConsolidatedSubsidiaries,非監査業務に基づく報酬－連結子会社、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,－
jpcrp_cor:AuditFeesTotal,監査証明業務に基づく報酬－計、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,136000000
jpcrp_cor:NonAuditFeesTotal,非監査業務に基づく報酬－計、監査公認会計士等,Prior1YearDuration,前期,その他,期間,JPY,円,71000000
jpcrp_cor:AuditFeesReportingCompanyNetworkFirms,監査証明業務に基づく報酬－提出会社、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,－
jpcrp_cor:NonAuditFeesReportingCompanyNetworkFirms,非監査業務に基づく報酬－提出会社、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,16000000
jpcrp_cor:AuditFeesConsolidatedSubsidiariesNetworkFirms,監査証明業務に基づく報酬－連結子会社、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,119000000
jpcrp_cor:NonAuditFeesConsolidatedSubsidiariesNetworkFirms,非監査業務に基づく報酬－連結子会社、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,7000000
jpcrp_cor:AuditFeesTotalNetworkFirms,監査証明業務に基づく報酬－計、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,119000000
jpcrp_cor:NonAuditFeesTotalNetworkFirms,非監査業務に基づく報酬－計、ネットワークファーム,Prior1YearDuration,前期,その他,期間,JPY,円,24000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row1Member,前期末,その他,時点,shares,,97500
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row1Member,前期末,その他,時点,JPY,円,333000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row2Member,前期末,その他,時点,shares,,114998
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row2Member,前期末,その他,時点,JPY,円,266000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row3Member,前期末,その他,時点,shares,,120000
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row3Member,前期末,その他,時点,JPY,円,382000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row4Member,前期末,その他,時点,shares,,520000
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row4Member,前期末,その他,時点,JPY,円,148000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row5Member,前期末,その他,時点,shares,,58460
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row5Member,前期末,その他,時点,JPY,円,110000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row6Member,前期末,その他,時点,shares,,80850
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row6Member,前期末,その他,時点,JPY,円,116000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row7Member,前期末,その他,時点,shares,,25987
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row7Member,前期末,その他,時点,JPY,円,21000000
