要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row8Member,前期末,その他,時点,shares,,5952
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row8Member,前期末,その他,時点,JPY,円,16000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row9Member,前期末,その他,時点,shares,,14641
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row9Member,前期末,その他,時点,JPY,円,22000000
jpcrp_cor:NumberOfSharesHeldDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,株式数、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row10Member,前期末,その他,時点,shares,,1000
jpcrp_cor:BookValueDetailsOfSpecifiedInvestmentEquitySecuritiesHeldForPurposesOtherThanPureInvestmentReportingCompany,貸借対照表計上額、保有目的が純投資目的以外の目的である特定投資株式の明細、提出会社,Prior1YearInstant_Row10Member,前期末,その他,時点,JPY,円,0
jppfs_cor:CashAndDeposits,現金及び預金,Prior1YearInstant,前期末,連結,時点,JPY,円,89915000000
jppfs_cor:OperatingAccountsReceivableCA,営業未収入金、流動資産,Prior1YearInstant,前期末,連結,時点,JPY,円,12766000000
jppfs_cor:PrepaidExpenses,前払費用,Prior1YearInstant,前期末,連結,時点,JPY,円,4247000000
jppfs_cor:DepositPaidInSubsidiariesAndAffiliates,関係会社預け金,Prior1YearInstant,前期末,連結,時点,JPY,円,40000000000
jppfs_cor:OtherCA,その他、流動資産,Prior1YearInstant,前期末,連結,時点,JPY,円,54534000000
jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,Prior1YearInstant,前期末,連結,時点,JPY,円,-685000000
jppfs_cor:CurrentAssets,流動資産,Prior1YearInstant,前期末,連結,時点,JPY,円,200778000000
jppfs_cor:BuildingsAndStructures,建物及び構築物,Prior1YearInstant,前期末,連結,時点,JPY,円,1128374000000
jppfs_cor:AccumulatedDepreciationBuildingsAndStructures,減価償却累計額、建物及び構築物,Prior1YearInstant,前期末,連結,時点,JPY,円,-464375000000
jppfs_cor:BuildingsAndStructuresNet,建物及び構築物（純額）,Prior1YearInstant,前期末,連結,時点,JPY,円,663998000000
jppfs_cor:MachineryEquipmentAndVehicles,機械装置及び運搬具,Prior1YearInstant,前期末,連結,時点,JPY,円,6408000000
jppfs_cor:AccumulatedDepreciationMachineryEquipmentAndVehicles,減価償却累計額、機械装置及び運搬具,Prior1YearInstant,前期末,連結,時点,JPY,円,-3720000000
jppfs_cor:MachineryEquipmentAndVehiclesNet,機械装置及び運搬具（純額）,Prior1YearInstant,前期末,連結,時点,JPY,円,2687000000
jppfs_cor:ToolsFurnitureAndFixtures,工具、器具及び備品,Prior1YearInstant,前期末,連結,時点,JPY,円,52734000000
jppfs_cor:AccumulatedDepreciationToolsFurnitureAndFixtures,減価償却累計額、工具、器具及び備品,Prior1YearInstant,前期末,連結,時点,JPY,円,-40834000000
jppfs_cor:ToolsFurnitureAndFixturesNet,工具、器具及び備品（純額）,Prior1YearInstant,前期末,連結,時点,JPY,円,11900000000
jppfs_cor:Land,土地,Prior1YearInstant,前期末,連結,時点,JPY,円,376823000000
jppfs_cor:RightOfUseAssets,使用権資産,Prior1YearInstant,前期末,連結,時点,JPY,円,303568000000
jppfs_cor:AccumulatedDepreciationRightOfUseAssets,減価償却累計額、使用権資産,Prior1YearInstant,前期末,連結,時点,JPY,円,-106918000000
jppfs_cor:RightOfUseAssetsNet,使用権資産（純額）,Prior1YearInstant,前期末,連結,時点,JPY,円,196649000000
jppfs_cor:ConstructionInProgress,建設仮勘定,Prior1YearInstant,前期末,連結,時点,JPY,円,71599000000
jppfs_cor:OtherPPE,その他、有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,72000000
jppfs_cor:AccumulatedDepreciationOtherPPE,減価償却累計額、その他、有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,-58000000
jppfs_cor:OtherNetPPE,その他（純額）、有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,13000000
jppfs_cor:PropertyPlantAndEquipment,有形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,1323673000000
jppfs_cor:IntangibleAssets,無形固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,3559000000
jppfs_cor:InvestmentSecurities,投資有価証券,Prior1YearInstant,前期末,連結,時点,JPY,円,8685000000
jppfs_cor:LongTermLoansReceivable,長期貸付金,Prior1YearInstant,前期末,連結,時点,JPY,円,6000000
jppfs_cor:LongTermPrepaidExpenses,長期前払費用,Prior1YearInstant,前期末,連結,時点,JPY,円,47979000000
jppfs_cor:DeferredTaxAssets,繰延税金資産,Prior1YearInstant,前期末,連結,時点,JPY,円,16661000000
jppfs_cor:GuaranteeDepositsIOA,差入保証金、投資その他の資産,Prior1YearInstant,前期末,連結,時点,JPY,円,53310000000
jppfs_cor:NetDefinedBenefitAsset,退職給付に係る資産,Prior1YearInstant,前期末,連結,時点,JPY,円,444000000
jppfs_cor:OtherIOA,その他、投資その他の資産,Prior1YearInstant,前期末,連結,時点,JPY,円,209000000
jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,Prior1YearInstant,前期末,連結,時点,JPY,円,-55000000
jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,Prior1YearInstant,前期末,連結,時点,JPY,円,127243000000
jppfs_cor:NoncurrentAssets,固定資産,Prior1YearInstant,前期末,連結,時点,JPY,円,1454475000000
jppfs_cor:Assets,資産,Prior1YearInstant,前期末,連結,時点,JPY,円,1655253000000
jppfs_cor:OperatingAccountsPayable,営業未払金,Prior1YearInstant,前期末,連結,時点,JPY,円,11771000000
